movie_id,people_id,role
1219620,1739125,3
1219620,1423726,3
1219620,103008,3
1457188,224452,2
1457188,224452,3
1457188,1640923,3
1457188,2038538,3
1371185,6968,1
1371185,11661,1
1371185,11486,1
1371185,26473,1
1371185,26485,1
1371185,933578,1
1371185,2463999,1
1371185,62385,1
1371185,5000216,1
1371185,53267,2
1371185,53267,3
1371185,2043,3
1371185,1522988,3
1211442,1206334,1
1211442,3191695,1
1211442,1028899,1
1211442,3119545,1
1211442,23882,1
1211442,183814,1
1211442,4896970,1
1211442,2777320,1
1211442,3555315,1
1211442,5778135,1
1211442,2471391,2
1211442,5873,3
1211442,3048914,3
1211442,1055233,3
1547316,3448718,1
1547316,3680146,1
1547316,1480056,1
1547316,3795244,1
1547316,1843167,1
1547316,1144099,2
1484861,1875915,1
1484861,5481165,1
1484861,5699183,1
1484861,1887320,2
1484861,3360333,3
989246,1020313,2
989246,1020313,4
989246,1044850,4
1230916,1494902,1
1230916,1175988,1
1230916,1199947,1
1230916,1360831,1
1230916,3453748,1
1230916,2814863,1
1230916,3525158,2
1230916,3525158,3
1468488,88995,1
1468488,2418916,1
1468488,2185235,1
1468488,4809320,1
1468488,78433,1
1468488,6069,2
1458251,973,1
1458251,984,1
1458251,1268988,1
1458251,1271537,1
1458251,2497784,1
1458251,1524862,1
1458251,1764890,2
1458251,1172431,3
1458251,1764890,3
1458251,5345144,4
1027147,4249371,1
1027147,4249372,1
1027147,4249373,1
1027147,1423877,1
1027147,4249374,1
1027147,4249375,1
1027147,2143328,2
1027147,2442987,3
1027147,2143328,4
1518673,56211,2
1478739,933011,1
1478739,2461475,1
1478739,144802,2
1478739,3399693,3
1478739,2604111,3
1478739,2461482,4
1405013,5129672,1
1405013,4403890,1
1405013,4897571,1
1405013,5129676,1
1405013,3329403,2
1405013,3329403,3
1565783,5761400,1
1565783,5761402,1
1565783,5761403,1
1565783,5552584,2
1453149,5324028,1
1453149,73628,1
1453149,2418919,1
1453149,13716,1
1453149,1450256,2
1022046,2762683,1
1022046,56871,1
1022046,25878,1
1022046,3580499,1
1022046,1431050,1
1022046,1884282,1
1022046,2615220,1
1022046,2450166,1
1022046,220615,1
1022046,76973,1
1022046,1144891,2
1022046,1731110,3
1022046,1251916,3
1022046,1172366,4
1022046,1127280,4
1022046,2229414,4
1022046,1432509,4
896096,5375564,1
896096,4951420,1
896096,1317111,1
896096,1040960,1
896096,127247,1
896096,947768,1
896096,1327742,1
896096,5375574,1
896096,2021353,2
896096,1725308,3
896096,1915397,3
896096,1915396,3
896096,2021353,4
1568865,5353291,1
1568865,5353291,2
1549409,1301739,1
1549409,1424584,1
1549409,1426973,2
1549409,3285144,3
1549409,1331824,3
1549409,4451061,3
1549409,5700668,3
1303651,3820683,1
1303651,2008762,1
1303651,2272241,1
1303651,3820680,1
1303651,4770917,2
1565798,5761410,1
1565798,5761411,1
1565798,5761412,1
1565798,4398855,1
1565798,5761453,1
1565798,5764072,1
1565798,5761416,2
1565798,5761434,3
1565798,5761422,4
1565798,5761416,4
1566825,1763774,1
1566825,4010229,1
1566825,3804924,1
1566825,3749647,1
1566825,3673028,1
1566825,1565234,2
1566825,3713513,3
1567856,5343270,1
1567856,5769211,1
1567856,5343266,1
1567856,5769215,1
1567856,5769328,1
1567856,5769331,1
1567856,5769334,1
1567856,5769359,1
1567856,5769361,1
1567856,5769362,1
1567856,5343285,2
1567856,5343284,3
1382513,1092405,1
1382513,3179681,1
1382513,2138405,1
1382513,1074097,1
1382513,2374032,1
1382513,81078,2
1382513,28391,3
1476724,4492374,2
1476724,4492374,3
991351,3599578,1
991351,5634537,1
991351,3623608,1
991351,3599577,1
991351,3599580,1
991351,3599579,1
991351,3623609,1
991351,3694441,1
991351,3691194,1
991351,3623612,1
991351,2436188,2
991351,2436188,3
991351,3599583,4
1546359,5688887,1
1546359,5688888,1
1546359,5688890,1
1546359,4364528,1
1546359,5688888,2
1546359,4787039,3
683127,1297661,1
683127,83527,1
683127,105403,1
683127,1179543,1
683127,80754,1
683127,65427,1
683127,1414,2
683127,1417,3
683127,1416,4
683127,1414,4
22650,11544,1
22650,15135,1
22650,40976,1
22650,32100,1
22650,39471,1
22650,39098,1
22650,24540,1
22650,1942,1
22650,574349,1
22650,7568,1
22650,34580,2
22650,1761305,3
22650,24756,3
1418361,5293,1
1418361,1163685,1
1418361,5580561,1
1418361,5580562,1
1418361,1145476,1
1418361,5659789,1
1418361,5659790,1
1418361,49687,1
1418361,1145476,2
1418361,564794,3
1418361,2475903,3
1418361,1506645,3
1418361,1145476,3
1551481,5710373,1
1551481,5710376,1
1551481,4514721,2
1551481,5751269,3
978046,1247382,1
978046,13260,1
978046,9222,1
978046,1234651,1
978046,1196772,1
978046,97824,1
978046,1570986,1
978046,1719996,1
978046,936648,1
978046,568583,1
978046,1680925,2
978046,1680925,3
978046,3557419,3
978046,3557421,3
1398911,5173944,1
1398911,5173945,1
1398911,59233,1
1398911,49971,1
1398911,5469363,1
1398911,5469365,1
1398911,5469369,1
1398911,5469370,1
1398911,5469371,1
1398911,5469372,1
1398911,2140341,2
1398911,2140341,3
1398911,4195887,3
1398911,18783,3
1398911,5113519,3
1395839,4995151,1
1395839,3066719,1
1395839,2870994,1
1395839,3185102,1
1395839,2906878,1
1395839,2117114,1
1395839,4573690,1
1395839,3091384,1
1395839,4357023,1
1395839,4627157,1
1395839,2092721,2
1395839,4511967,3
1537151,2275122,1
1537151,1609470,1
1537151,3776157,1
1537151,3767409,1
1537151,3325639,1
1537151,1701017,2
1565823,5761468,1
1565823,5761469,1
1565823,5761471,1
1565823,3724536,2
1567874,5693003,1
1567874,5693002,1
1567874,5693009,1
1567874,4802312,1
1567874,5126131,1
1567874,4802312,2
1467523,5383063,1
1467523,5383064,1
1467523,1599725,1
1467523,2413141,1
1467523,5383066,1
1467523,4040899,2
1467523,2736090,3
1510537,5552154,1
1510537,3226110,1
1510537,5772150,1
1510537,5772152,1
1510537,5772153,1
1510537,1339625,2
1510537,3226108,3
1410189,1757075,1
1410189,60422,1
1410189,5168256,1
1410189,5168257,1
1410189,592227,1
1410189,5168259,1
1410189,2080407,1
1410189,588822,2
1410189,2032947,3
1410189,1300796,3
1410189,588822,4
1458322,4215259,1
1458322,3323070,1
1458322,5345471,1
1458322,2338811,1
1458322,2869019,1
1458322,996700,1
1458322,85930,1
1458322,4215259,2
1458322,5345471,3
1458322,2088521,3
1216662,2087239,1
1216662,1256488,1
1216662,2139451,1
1216662,3832882,1
1216662,1372475,1
1216662,1191711,1
1216662,1671441,1
1216662,1680316,1
1216662,3177082,1
1216662,3760426,1
1216662,4425594,2
1216662,2455168,2
1216662,5282711,3
1491097,5571787,1
1491097,5571788,1
1491097,5571789,1
1491097,5571791,1
1491097,5571792,1
1491097,5571794,1
1491097,5571795,1
1491097,5476889,1
1491097,2357022,1
1491097,5476889,2
1491097,2357022,2
1491097,2357022,3
1491097,5476889,3
1374361,2270760,1
1374361,1350977,1
1374361,1350977,2
1374361,1350977,3
1287322,115440,1
1287322,11107,1
1287322,28044,1
1287322,2252989,1
1287322,58019,1
1287322,1803480,1
1287322,124645,1
1287322,1116629,1
1287322,1380492,1
1287322,114334,2
1287322,114334,3
1287322,57245,3
1287322,115440,3
1287322,1023141,3
1287322,1080589,3
1287322,1806079,3
1563804,5753238,1
1563804,5771944,1
1563804,2220913,1
1563804,5771945,1
1563804,5771946,1
1563804,5771947,1
1563804,5771948,1
1563804,2405041,2
1563804,5278568,3
959646,1779027,1
959646,1254340,1
959646,1324469,1
959646,2102121,1
959646,1732279,1
959646,1496002,1
959646,77931,1
959646,93803,1
959646,1241498,1
959646,1582127,2
959646,3034138,2
959646,3750123,3
959646,1491862,4
9385,34676,1
9385,57540,1
9385,5185,1
9385,39098,1
9385,589521,1
9385,48417,1
9385,60688,1
9385,2345195,1
9385,131380,1
9385,57541,1
9385,24530,2
9385,24531,2
9385,57544,3
9385,24531,3
9385,24530,3
9385,24531,4
9385,34630,4
9385,24530,4
840873,93532,1
840873,19888,1
840873,1814783,1
840873,1732197,1
840873,2022358,1
840873,30435,1
840873,1423214,1
840873,1238452,1
840873,2438358,1
840873,206161,1
840873,21768,2
840873,3823804,3
840873,3823805,3
840873,53228,3
840873,1006856,3
840873,21768,4
1560747,4087075,1
1560747,1759972,1
1560747,4337841,1
1560747,5768341,1
1560747,5277881,1
1560747,2278328,1
1560747,5768342,1
1560747,5768345,1
1560747,5768346,1
1560747,5768348,1
1560747,5743302,2
1271981,6020,1
1271981,22306,1
1271981,73828,1
1271981,3822,1
1271981,44079,1
1271981,765,1
1271981,13688,1
1271981,121533,1
1271981,4256983,1
1271981,19077,1
1271981,27436,2
1271981,27436,3
1271981,1793832,3
1271981,56840,3
1271981,27436,4
1566897,3281342,1
1566897,2541449,1
1566897,1950475,1
1566897,1748437,1
1566897,1748436,1
1566897,1922516,1
1566897,2294287,1
1566897,3062380,1
1566897,5765734,2
1566897,5774105,3
1566897,5774106,3
1568945,5773592,2
1568945,5773592,3
1568945,5773632,3
1568945,5773639,3
1472691,3120515,1
1472691,5404528,1
1472691,5404529,2
1545830,5101594,1
1545830,5686797,1
1545830,5101594,2
1546421,2838114,1
1546421,2838114,2
1546421,5689135,2
1546421,2838114,4
1433784,1523704,1
1433784,5245285,2
1374401,87345,1
1374401,1197738,1
1374401,1180907,1
1374401,5080941,1
1374401,1700713,2
1374401,984388,3
505026,11181,1
505026,1364004,1
505026,516,1
505026,59919,1
505026,492791,1
505026,5539,1
505026,90633,1
505026,53807,1
505026,1223793,1
505026,2201315,1
505026,11181,2
505026,37926,3
505026,1242110,3
505026,578,3
505026,11181,3
505026,191937,4
1476803,38661,1
1476803,5421678,1
1476803,5421679,1
1476803,5464572,1
1476803,38661,2
1476803,38661,3
1557702,5731758,1
1557702,5731759,1
1557702,5731762,1
1557702,4614430,2
1557702,5731759,3
1299655,569,1
1299655,1392137,1
1299655,21127,1
1299655,125660,1
1299655,559627,1
1299655,163545,1
1299655,14432,1
1299655,4900265,1
1299655,3440085,1
1299655,2085605,1
1299655,564,2
1299655,564,3
1299655,3727,3
1299655,2158707,3
1339592,552069,1
1339592,1254426,1
1339592,1419852,1
1339592,5186415,1
1339592,2446795,1
1339592,2344102,1
1339592,1482672,1
1339592,2215973,1
1339592,79574,1
1339592,567621,1
1339592,3235460,2
1339592,3246800,3
1339592,3865932,3
1364168,3053482,1
1364168,2510657,1
1364168,3578019,1
1364168,2949789,1
1364168,4377946,1
1364168,2774034,2
1364168,3056392,3
1340618,1714809,1
1340618,1375795,1
1340618,1689647,1
1340618,1990618,1
1340618,1473140,1
1340618,1787887,2
1340618,2778138,3
1566924,5766582,1
1566924,5766583,1
1566924,5766585,1
1566924,5766586,1
1566924,5766587,1
1566924,4462402,1
1566924,5766582,2
1566924,5766596,2
1566924,5766582,3
1566924,5766596,3
1566928,5765793,1
1566928,2497698,1
1566928,2497698,2
1149137,4151122,1
1149137,116173,1
1149137,1590642,1
1149137,136558,1
1149137,2539487,1
1149137,3976344,1
1149137,1522825,1
1149137,1138526,1
1149137,2464977,1
1149137,2552649,1
1149137,1567552,2
1149137,4154304,3
1149137,4154307,3
1149137,3439100,3
1149137,3526765,4
1149137,4154325,4
1562836,5314677,1
1562836,5311240,2
1124566,1576786,1
1124566,1640,1
1124566,1421850,1
1124566,18050,1
1124566,1367617,1
1124566,2556531,1
1124566,225835,1
1124566,5375135,1
1124566,71610,1
1124566,2244,1
1124566,71609,2
1124566,1365899,3
1124566,2241239,3
1528023,5617558,1
1528023,5617556,1
1528023,5617559,2
1559766,5739997,1
1559766,5739999,1
1559766,4368261,2
1568987,2122638,1
1568987,5773804,2
1551579,1565208,1
1551579,1680719,1
1551579,5709009,1
1551579,5223236,2
1551579,5223236,3
1551579,3533547,3
1456349,5389673,1
1456349,5428352,1
1456349,2393767,1
1456349,5428353,1
1456349,5406499,1
1456349,5428354,1
1456349,2367456,1
1456349,5451568,1
1456349,5451569,1
1456349,120229,2
1456349,120229,3
1456349,1001671,3
1456349,120229,4
1276126,4659751,1
1276126,4659752,1
1276126,4687558,1
1276126,4659749,2
1276126,4659750,3
1276126,4659749,3
1262815,5469,1
1262815,11279,1
1262815,13633,1
1262815,2629,1
1262815,589652,1
1262815,57461,1
1262815,31739,1
1262815,40660,1
1262815,6973,1
1262815,5612842,1
1262815,55476,2
1262815,55476,3
1262815,18846,3
1262815,55480,3
1545439,2577251,1
1545439,4093622,1
1545439,3936302,1
1545439,2720389,2
1545439,4978253,3
1568995,5773852,1
1568995,5773854,1
1568995,5773855,1
1539301,5663914,1
1539301,5663915,1
1539301,5663916,1
1539301,5663917,1
1539301,5663918,1
1539301,5662615,1
1539301,4043007,2
1539301,5662616,3
1282280,1747934,1
1282280,4137767,1
1282280,2893212,1
1282280,2220393,1
1282280,1189521,1
1282280,2424324,1
1282280,2044648,2
1282280,2044647,2
1282280,2044647,3
1282280,2859104,3
1561832,1972506,1
1561832,5746688,2
1567976,3269601,1
1567976,3269601,2
1324267,1280695,2
1324267,2426108,2
1324267,2241503,3
1324267,119900,3
1324267,566995,3
1561836,5083027,1
1561836,5746708,1
1561836,5083027,2
988397,4656066,1
988397,4656068,1
988397,1291233,1
988397,2477204,1
988397,1527021,1
988397,4656065,1
988397,4656070,1
988397,590831,1
988397,4725539,1
988397,4725541,1
988397,1291233,2
988397,1015839,3
1180909,2411944,1
1180909,4280638,1
1180909,2411946,2
1180909,2826748,3
1180909,1419345,3
1382639,3482562,1
1382639,5003020,1
1382639,5036194,1
1382639,5040607,1
1382639,5040610,1
1382639,5040611,1
1382639,5040614,1
1382639,5040615,1
1382639,5447547,2
1382639,4271803,3
1382639,5040619,3
144623,1121225,1
144623,1121224,1
144623,1121227,1
144623,1121229,1
144623,1121231,1
144623,1121233,1
144623,1121234,1
144623,1038547,2
393457,5292,1
393457,19492,1
393457,196179,1
393457,1607522,1
393457,62649,1
393457,34,1
393457,1607523,1
393457,99407,1
393457,1725188,1
393457,134937,1
393457,5292,2
393457,51612,3
393457,5292,3
393457,2997,3
393457,1238222,4
1569012,5099546,1
1569012,5099546,2
1569012,5099546,3
1509626,4741685,1
1509626,5549082,1
1509626,5549083,2
1509626,5549082,4
1509626,5549083,4
1569018,5773989,1
1569018,5773985,1
1569018,5773992,1
1569018,5773994,1
1569018,5773989,2
1531131,2249237,1
1531131,4609808,1
1531131,3179469,1
1531131,1301876,1
1531131,2148360,1
1531131,3249112,2
1548544,5696955,2
1562881,3229841,1
1562881,5750020,1
1562881,5377480,1
1562881,1087135,1
1562881,4893,1
1562881,4515828,1
1562881,25448,1
1562881,5750022,1
1562881,5750023,1
1562881,5750024,1
1562881,3229841,2
1562881,5750016,2
1562881,3229841,3
1562881,5750016,3
1562881,5750020,3
1562881,25448,3
1562881,3312768,3
830721,10978,1
830721,350,1
830721,8534,1
830721,3239558,1
830721,9029,1
830721,87908,1
830721,4172579,1
830721,1539217,1
830721,40043,1
830721,1546861,1
830721,72467,2
830721,53521,3
830721,1570001,3
830721,3863326,3
830721,1598980,3
830721,1938982,3
830721,60191,3
830721,4172478,3
1553666,3284,1
1553666,5779218,1
1553666,1144968,1
1553666,1257523,2
1553666,1257523,3
1553666,1085003,3
1553666,2468185,3
1562884,3291204,1
1562884,2517087,1
1562884,4502361,1
1562884,5202922,1
1562884,2933942,1
1562884,1434041,1
1562884,5750028,1
1562884,426570,2
1562885,1788168,1
1562885,5313607,1
1562885,5750030,1
1562885,5750031,1
1562885,5750032,1
1562885,5750033,2
1562885,3151942,3
1562885,3246682,3
991494,78798,1
991494,6574,1
991494,70615,1
991494,34398,1
991494,78799,1
991494,188229,1
991494,2,1
991494,1457999,1
991494,2088734,1
991494,35705,1
991494,70652,2
991494,34522,3
991494,11652,3
991494,1516079,3
1373445,5067483,1
1373445,2984038,1
1373445,2342467,1
1373445,1137844,1
1373445,5683112,1
1373445,5683111,1
1373445,5728370,1
1373445,5728371,1
1373445,1531132,1
1373445,2545932,1
1373445,1475050,2
1373445,1232064,2
1373445,3333391,2
1373445,3333392,2
1373445,1044255,2
1373445,54526,2
1373445,1647240,2
1373445,1061518,3
1373445,239663,3
1373445,3169793,3
1373445,66516,3
1373445,21036,3
1373445,995456,3
1373445,3246130,3
1373445,1141413,3
1373445,11812,3
1373445,3500965,3
1234183,1692997,1
1234183,1583321,1
1234183,5649902,1
1234183,1930479,2
1234183,3246800,3
999689,4147319,1
999689,5183161,1
999689,5183168,1
999689,5182096,1
999689,2640689,1
999689,5196453,1
999689,20014,1
999689,2081251,2
999689,4500576,3
999689,2081251,3
999689,5182096,3
1397001,5104659,1
1397001,5104660,1
1397001,5104661,1
1397001,2677711,1
1397001,1287955,2
1397001,1287955,3
1471751,3394510,1
1471751,1384486,1
1471751,1672709,1
1471751,1547422,2
1471751,3440477,2
1205515,2425998,1
1205515,1537686,1
1205515,163731,1
1205515,1309781,1
1205515,1105079,1
1205515,3911,1
1205515,1218184,1
1205515,2849185,1
1205515,3887701,1
1205515,3075124,1
1205515,2425998,2
1205515,969845,3
1205515,92784,3
1205515,2411897,3
1205515,1527536,3
1564942,5757816,1
1564942,5757817,1
1564942,5757830,1
1564942,5757831,1
1564942,5774514,1
1564942,5774516,1
1564942,5774520,1
1564942,5774521,1
1564942,5774523,1
1564942,5776659,1
1564942,5758440,2
1569043,4609915,1
1569043,5774049,1
1569043,5774050,1
1569043,5774051,1
1569043,4610092,1
1569043,5774052,2
1569043,4609915,3
1397013,2299273,1
1397013,1184642,1
1397013,5097368,2
1397013,5097368,3
1404183,5383776,1
1404183,236421,2
1404183,1761582,3
1404183,2228456,3
1032472,80921,1
1032472,3171312,1
1032472,238165,1
1032472,80863,1
1032472,1095403,1
1032472,53367,1
1032472,567065,1
1032472,1522261,1
1032472,148636,1
1032472,42092,1
1032472,67813,2
1032472,2365857,3
1032472,79812,3
1032472,67813,3
1032472,3729499,4
1032472,67813,4
1531161,5630702,1
1531161,3840186,2
1477914,1994916,2
1477914,1461367,2
1477914,1994827,3
1477914,1998499,3
1535260,3639321,1
1535260,5647154,1
1535260,5647155,1
1535260,5647156,1
1535260,4739659,1
1535260,5391354,1
1535260,5647160,1
1535260,3210956,1
1535260,5647162,1
1535260,4535289,1
1535260,5536438,2
1554721,5720123,1
1554721,544008,1
1554721,5021322,1
1554721,5720120,2
1554721,1008437,3
1554721,5771985,3
1373474,3592947,1
1373474,5013020,1
1373474,5072460,1
1373474,5076281,1
1373474,5076538,1
1373474,5076539,1
1373474,5076544,1
1373474,5076545,1
1373474,5083133,1
1373474,5092538,1
1373474,2816957,2
1373474,5009126,3
1373474,3341180,3
1373474,2816957,3
1418531,71057,1
1418531,939118,1
1418531,5233742,1
1418531,3163194,1
1418531,1854356,2
1418531,3769899,3
1418531,554841,3
1418531,5233740,3
1504548,5529787,2
1501477,3566095,1
1501477,1641897,1
1501477,5517843,1
1501477,4904242,2
1501477,5517862,3
1356071,3634554,1
1356071,4941057,1
1356071,4307357,1
1356071,4985350,1
1356071,4985351,1
1356071,3104385,2
1356071,4939890,2
1356071,3104385,3
1356071,4939890,3
1356071,2976388,3
1356071,2848365,3
1356071,2909711,3
1151272,16972,1
1151272,4180392,1
1151272,5362709,1
1151272,5362711,1
1151272,5678639,1
1151272,5362714,1
1151272,5362717,1
1151272,5663519,1
1151272,5663522,1
1151272,5663525,1
1151272,1048523,2
1151272,952,3
1151272,309,3
1151272,1461011,3
1151272,1048523,3
1151272,1120588,3
1151272,2419791,3
1151272,2419790,3
1151272,2095144,3
1151272,93,3
1554728,4081130,2
1097001,2353469,1
1097001,1617157,1
1097001,1694435,1
1097001,126351,1
1097001,2221392,1
1097001,2133923,1
1097001,3961945,1
1097001,5699812,1
1097001,2463271,2
1097001,5507938,4
1554731,2769842,2
1502507,5698631,1
1502507,2002362,2
1533229,1272801,1
1533229,1560405,1
1533229,57795,1
1533229,1225061,1
1533229,2031895,1
1533229,2706836,1
1533229,3376044,1
1533229,2634984,1
1533229,1715864,1
1533229,57795,2
1233199,2539573,1
1233199,1762594,1
1233199,2720928,1
1233199,3244117,1
1233199,4703146,1
1233199,2732098,1
1233199,4490530,1
1233199,2128187,1
1233199,4493861,2
1233199,4872419,3
1557810,5732111,1
1557810,5732112,2
1557810,5732113,2
1563956,1481043,1
1563956,3462762,1
1563956,2237918,1
1563956,2182185,1
1563956,120866,1
1563956,1557254,1
1563956,1911753,1
1563956,1433106,2
1563956,5753798,3
1563956,1433106,3
1497397,3787911,1
1497397,84223,1
1497397,5534968,1
1497397,1442069,1
1497397,2198911,2
1557814,40345,1
1557814,1313516,2
1557814,1313517,2
1557814,1313516,3
1532221,5634397,1
1532221,4976715,2
1340733,2292431,1
1340733,4154560,1
1340733,4912125,1
1340733,2541260,2
1340733,2541260,3
1340733,3137974,3
1340733,2541274,3
1568061,4666289,2
1488195,2343267,1
1488195,3127719,1
1488195,2239159,1
1488195,1696351,1
1488195,464993,1
1488195,2630671,2
1488195,1578590,3
1488195,4045446,3
1488195,19274,3
1488195,54734,3
1488195,928595,3
1417541,4586522,1
1417541,4889205,1
1417541,4586525,2
1417541,4586525,3
1430855,5771312,1
1430855,5771313,1
1430855,5771314,1
1430855,5771315,1
1430855,5771316,1
1430855,5771317,1
1430855,5771318,1
1430855,5771319,1
1430855,3820750,2
1196364,1033157,1
1196364,1752056,1
1196364,85047,1
1196364,85033,1
1196364,2268369,1
1196364,1197127,1
1196364,5636402,1
1196364,2037263,1
1196364,1108119,1
1196364,581895,1
1196364,1419971,2
1196364,102246,3
1196364,1825234,3
1078605,936970,1
1078605,16851,1
1078605,71375,1
1078605,148992,1
1078605,30082,1
1078605,23882,1
1078605,2407997,1
1078605,18271,1
1078605,1105322,1
1078605,2438324,1
1078605,84833,2
1078605,1276439,3
1078605,1123422,3
1078605,84833,3
1078605,21036,3
1078605,1276440,3
1316173,226139,1
1316173,1045416,1
1316173,584981,1
1316173,1153128,1
1316173,3306669,1
1316173,1046852,1
1316173,228803,1
1316173,3374021,1
1316173,1052858,1
1316173,1361869,1
1316173,253414,2
1168719,1337,1
1168719,121529,1
1168719,1502016,1
1168719,4062998,1
1168719,41965,1
1168719,2189127,1
1168719,5376056,1
1168719,2213431,1
1168719,2978255,1
1168719,1059880,2
1168719,46259,3
1168719,2196180,3
1168719,2366913,3
1299799,1814793,1
1299799,512079,1
1299799,1555603,1
1299799,2192,1
1299799,5650144,1
1299799,4322318,1
1299799,90760,1
1299799,1345430,1
1299799,2458673,1
1299799,2306044,1
1299799,1244217,2
1299799,1244217,3
1299799,1866602,3
1299799,2130613,4
1291618,4841625,1
1291618,4841626,1
1291618,4841628,1
1291618,3020226,1
1291618,3939295,1
1291618,2915012,2
1291618,2915012,3
1291618,3020226,3
1473890,1780107,2
1473890,1780106,2
1473890,3758721,3
1473890,1670041,3
1473890,2124867,3
1473890,126618,3
1473890,1780107,3
1507686,4138626,1
1507686,5541533,1
1507686,5697508,1
1507686,5541539,2
1507686,5697464,3
1507686,5541539,4
1507686,5541543,4
1562984,1148944,2
1284460,81051,1
1284460,229932,1
1284460,4606127,1
1284460,2201315,1
1284460,583853,1
1284460,3127864,1
1284460,5036399,1
1284460,5697819,1
1284460,180962,1
1284460,5760773,1
1284460,1392433,2
1284460,66852,3
1284460,66853,3
1284460,145636,3
1284460,4076159,3
1159539,17064,1
1159539,15556,1
1159539,53708,2
1159539,2667104,3
1159539,2897314,3
1159539,53708,4
79220,11544,1
79220,35254,1
79220,25159,1
79220,94938,1
79220,143357,1
79220,298274,1
79220,94943,1
79220,263123,1
79220,11541,1
79220,586155,1
79220,544584,2
79220,1427869,3
79220,2558091,3
79220,39206,4
1202549,29384,1
1202549,3114578,1
1202549,99181,1
1202549,87575,1
1202549,1456151,1
1202549,3244448,1
1202549,124912,1
1202549,2782696,1
1202549,3796440,1
1202549,1144891,2
1202549,1394563,3
1202549,1144891,3
77174,113505,1
77174,558925,1
77174,84223,1
